Source,Target,combined_score,from_ALS,from_FTD
TUBB2B,HSPA5,0.51,YES,NO
TUBB2B,CHMP2B,0.517,YES,NO
TUBB2B,ACTB,0.584,YES,NO
TUBB2B,TUBB3,0.655,YES,NO
TUBB2B,TUBB4B,0.666,YES,NO
TUBB2B,KIF5A,0.897,YES,NO
TUBB2B,TUBB2A,0.933,YES,NO
TUBB2B,KIF5B,0.934,YES,NO
TUBB2B,TUBA3D,0.962,YES,NO
TUBB2B,TUBAL3,0.963,YES,NO
TUBB2B,TUBA8,0.963,YES,NO
TUBB2B,TUBA3E,0.97,YES,NO
TUBB2B,KIF5C,0.97,YES,NO
TUBB2B,TUBA1C,0.971,YES,NO
TUBB2B,TUBA1A,0.997,YES,NO
TUBB2B,TUBA1B,0.998,YES,NO
TUBB3,TUBB1,0.531,YES,NO
TUBB3,NEFM,0.532,YES,NO
TUBB3,TUBA4A,0.993,YES,NO
TUBB3,TUBB2B,0.655,YES,NO
TUBB3,CHMP2B,0.532,YES,NO
TUBB3,TUBB4A,0.703,YES,NO
TUBB3,TP53,0.556,YES,NO
TUBB3,KIF5B,0.424,YES,NO
TUBB3,CASP3,0.462,YES,NO
TUBB3,NEFH,0.564,YES,NO
TUBB3,TUBA3E,0.962,YES,NO
TUBB3,TUBB6,0.572,YES,NO
TUBB3,SDHB,0.415,YES,NO
TUBB3,GRIA1,0.434,YES,NO
TUBB3,TUBB8,0.452,YES,NO
TUBB3,KIF5A,0.46,YES,NO
TUBB3,VCP,0.503,YES,NO
TUBB3,HSPA5,0.544,YES,NO
TUBB3,NEFL,0.567,YES,NO
TUBB3,KIF5C,0.6,YES,NO
TUBB3,TUBB4B,0.645,YES,NO
TUBB3,ACTB,0.731,YES,NO
TUBB3,TUBB2A,0.845,YES,NO
TUBB3,TUBA8,0.962,YES,NO
TUBB3,TUBA3D,0.962,YES,NO
TUBB3,TUBAL3,0.963,YES,NO
TUBB3,TUBA1C,0.993,YES,NO
TUBB3,TUBA1A,0.999,YES,NO
TUBB3,TUBA1B,0.999,YES,NO
TUBB4A,TUBB1,0.411,YES,NO
TUBB4A,TUBA4A,0.983,YES,NO
TUBB4A,TUBB2B,0.468,YES,NO
TUBB4A,CHMP2B,0.517,YES,NO
TUBB4A,TUBB8,0.411,YES,NO
TUBB4A,TUBB,0.434,YES,NO
TUBB4A,GRIA1,0.442,YES,NO
TUBB4A,OPTN,0.508,YES,NO
TUBB4A,RAB8A,0.51,YES,NO
TUBB4A,TUBB6,0.518,YES,NO
TUBB4A,KIF5A,0.572,YES,NO
TUBB4A,HSPA5,0.58,YES,NO
TUBB4A,KIF5C,0.602,YES,NO
TUBB4A,TUBB3,0.703,YES,NO
TUBB4A,TUBB2A,0.785,YES,NO
TUBB4A,ACTB,0.801,YES,NO
TUBB4A,TUBB4B,0.883,YES,NO
TUBB4A,TUBAL3,0.963,YES,NO
TUBB4A,TUBA3D,0.963,YES,NO
TUBB4A,TUBA8,0.965,YES,NO
TUBB4A,TUBA3E,0.971,YES,NO
TUBB4A,TUBA1B,0.977,YES,NO
TUBB4A,TUBA1C,0.978,YES,NO
TUBB4A,TUBA1A,0.979,YES,NO
TUBB4A,MTOR,0.994,YES,NO
TUBB4B,PSMA3,0.43,YES,NO
TUBB4B,TUBB1,0.466,YES,NO
TUBB4B,TUBA4A,0.991,YES,NO
TUBB4B,ACTR10,0.408,YES,NO
TUBB4B,TUBB2B,0.666,YES,NO
TUBB4B,PSMA6,0.508,YES,NO
TUBB4B,ATP5F1B,0.441,YES,NO
TUBB4B,CHMP2B,0.52,YES,NO
TUBB4B,TUBB4A,0.883,YES,NO
TUBB4B,TP53,0.512,YES,NO
TUBB4B,RAB8A,0.519,YES,NO
TUBB4B,TUBA3E,0.962,YES,NO
TUBB4B,TUBB6,0.53,YES,NO
TUBB4B,TUBB3,0.645,YES,NO
TUBB4B,HSPA5,0.751,YES,NO
TUBB4B,TUBA3D,0.971,YES,NO
TUBB4B,TUBA8,0.962,YES,NO
TUBB4B,TUBA1B,0.996,YES,NO
TUBB4B,TUBB,0.986,YES,NO
TUBB4B,HDAC6,0.403,YES,NO
TUBB4B,NDUFS2,0.421,YES,NO
TUBB4B,KIF5C,0.424,YES,NO
TUBB4B,ACTR1A,0.459,YES,NO
TUBB4B,PSMA1,0.47,YES,NO
TUBB4B,KLC1,0.493,YES,NO
TUBB4B,OPTN,0.515,YES,NO
TUBB4B,ACTG1,0.522,YES,NO
TUBB4B,DCTN2,0.575,YES,NO
TUBB4B,VCP,0.606,YES,NO
TUBB4B,TUBB8,0.659,YES,NO
TUBB4B,ACTB,0.672,YES,NO
TUBB4B,TUBB2A,0.889,YES,NO
TUBB4B,TUBAL3,0.964,YES,NO
TUBB4B,TUBA1C,0.99,YES,NO
TUBB4B,TUBA1A,0.999,YES,NO
TUBB6,TUBB1,0.413,YES,NO
TUBB6,TUBA4A,0.969,YES,NO
TUBB6,TUBB2B,0.432,YES,NO
TUBB6,CHMP2B,0.521,YES,NO
TUBB6,TUBB4A,0.518,YES,NO
TUBB6,TUBA3E,0.963,YES,NO
TUBB6,TUBB8,0.416,YES,NO
TUBB6,KIF5A,0.424,YES,NO
TUBB6,ACTG1,0.439,YES,NO
TUBB6,KIF5C,0.462,YES,NO
TUBB6,TUBB4B,0.53,YES,NO
TUBB6,HSPA5,0.566,YES,NO
TUBB6,TUBB3,0.572,YES,NO
TUBB6,TUBB2A,0.702,YES,NO
TUBB6,ACTB,0.759,YES,NO
TUBB6,TUBA3D,0.963,YES,NO
TUBB6,TUBA8,0.964,YES,NO
TUBB6,TUBAL3,0.964,YES,NO
TUBB6,TUBA1C,0.981,YES,NO
TUBB6,TUBA1A,0.981,YES,NO
TUBB6,TUBA1B,0.985,YES,NO
TUBB8,TUBB1,0.41,YES,NO
TUBB8,TUBA4A,0.963,YES,NO
TUBB8,TUBB2B,0.485,YES,NO
TUBB8,CHMP2B,0.521,YES,NO
TUBB8,TUBB4A,0.411,YES,NO
TUBB8,TUBA3E,0.963,YES,NO
TUBB8,TUBB6,0.416,YES,NO
TUBB8,TUBB3,0.452,YES,NO
TUBB8,HSPA5,0.5,YES,NO
TUBB8,TUBA3D,0.963,YES,NO
TUBB8,TUBA8,0.963,YES,NO
TUBB8,TUBA1B,0.984,YES,NO
TUBB8,TUBB,0.419,YES,NO
TUBB8,TUBB4B,0.659,YES,NO
TUBB8,TUBB2A,0.521,YES,NO
TUBB8,TUBAL3,0.966,YES,NO
TUBB8,TUBA1A,0.963,YES,NO
TUBB8,TUBA1C,0.979,YES,NO
UBQLN1,GABARAPL2,0.717,YES,NO
UBQLN1,PSMA4,0.417,YES,NO
UBQLN1,PSMC4,0.585,YES,NO
UBQLN1,PSMD8,0.64,YES,NO
UBQLN1,PSMA3,0.4,YES,NO
UBQLN1,PSMD7,0.571,YES,NO
UBQLN1,PSMA2,0.471,YES,NO
UBQLN1,TARDBP,0.836,YES,NO
UBQLN1,EIF2S1,0.501,YES,NO
UBQLN1,DERL1,0.407,YES,NO
UBQLN1,PSMC1,0.42,YES,NO
UBQLN1,PSMA6,0.509,YES,NO
UBQLN1,PSMD11,0.594,YES,NO
UBQLN1,PSMD3,0.737,YES,NO
UBQLN1,SOD1,0.453,YES,NO
UBQLN1,PSMA5,0.414,YES,NO
UBQLN1,GABARAP,0.5,YES,NO
UBQLN1,PSMD1,0.405,YES,NO
UBQLN1,PSMD2,0.832,YES,NO
UBQLN1,HNRNPA1,0.542,YES,NO
UBQLN1,UBQLN2,0.492,YES,NO
UBQLN1,PSMD12,0.659,YES,NO
UBQLN1,VCP,0.936,YES,NO
UBQLN1,MTOR,0.617,YES,NO
UBQLN1,PRKN,0.582,YES,NO
UBQLN1,UBQLN4,0.785,YES,NO
UBQLN1,PSMD4,0.996,YES,NO
UBQLN1,PSMA7,0.49,YES,NO
UBQLN1,PINK1,0.476,YES,NO
UBQLN1,C9orf72,0.436,YES,NO
UBQLN1,PSMD9,0.48,YES,NO
UBQLN1,SQSTM1,0.515,YES,NO
UBQLN1,GABARAPL1,0.704,YES,NO
UBQLN1,OPTN,0.744,YES,NO
UBQLN1,PSMC2,0.75,YES,NO
UBQLN1,PSMD14,0.896,YES,NO
UBQLN1,ADRM1,0.924,YES,NO
UBQLN2,GABARAPL2,0.692,YES,NO
UBQLN2,PSMC4,0.6,YES,NO
UBQLN2,PSMD8,0.584,YES,NO
UBQLN2,PSMD7,0.562,YES,NO
UBQLN2,PSMA2,0.514,YES,NO
UBQLN2,SETX,0.685,YES,NO
UBQLN2,PFN1,0.712,YES,NO
UBQLN2,FIG4,0.721,YES,NO
UBQLN2,TARDBP,0.968,YES,NO
UBQLN2,TUBA4A,0.612,YES,NO
UBQLN2,FUS,0.952,YES,NO
UBQLN2,EIF2S1,0.48,YES,NO
UBQLN2,PSMC1,0.581,YES,NO
UBQLN2,PSMA6,0.677,YES,NO
UBQLN2,PSMD11,0.587,YES,NO
UBQLN2,SPG11,0.673,YES,NO
UBQLN2,CHMP2B,0.775,YES,NO
UBQLN2,ALS2,0.733,YES,NO
UBQLN2,PSMD3,0.675,YES,NO
UBQLN2,SOD1,0.851,YES,NO
UBQLN2,SIGMAR1,0.545,YES,NO
UBQLN2,WDR41,0.411,YES,NO
UBQLN2,PSMD2,0.789,YES,NO
UBQLN2,NEFH,0.54,YES,NO
UBQLN2,HSPA5,0.406,YES,NO
UBQLN2,TBK1,0.797,YES,NO
UBQLN2,ANG,0.402,YES,NO
UBQLN2,HNRNPA1,0.852,YES,NO
UBQLN2,SMCR8,0.404,YES,NO
UBQLN2,ANXA11,0.457,YES,NO
UBQLN2,HNRNPA1L2,0.466,YES,NO
UBQLN2,UBQLN1,0.492,YES,NO
UBQLN2,KIF5A,0.513,YES,NO
UBQLN2,PINK1,0.556,YES,NO
UBQLN2,HDAC6,0.565,YES,NO
UBQLN2,UBQLN4,0.572,YES,NO
UBQLN2,PRKN,0.614,YES,NO
UBQLN2,HNRNPA3,0.619,YES,NO
UBQLN2,HNRNPA2B1,0.657,YES,NO
UBQLN2,PSMC2,0.672,YES,NO
UBQLN2,GABARAPL1,0.682,YES,NO
UBQLN2,DCTN1,0.684,YES,NO
UBQLN2,PSMD12,0.725,YES,NO
UBQLN2,MATR3-2,0.733,YES,NO
UBQLN2,VAPB,0.743,YES,NO
UBQLN2,PSMD14,0.768,YES,NO
UBQLN2,ATXN2,0.779,YES,NO
UBQLN2,SQSTM1,0.794,YES,NO
UBQLN2,C9orf72,0.871,YES,NO
UBQLN2,VCP,0.938,YES,NO
UBQLN2,OPTN,0.954,YES,NO
UBQLN2,PSMD4,0.981,YES,NO
UBQLN2,ADRM1,0.982,YES,NO
UBQLN3,PSMD8,0.425,YES,NO
UBQLN3,TARDBP,0.731,YES,NO
UBQLN3,EIF2S1,0.41,YES,NO
UBQLN3,PSMD3,0.401,YES,NO
UBQLN3,PSMD2,0.572,YES,NO
UBQLN3,C9orf72,0.41,YES,NO
UBQLN3,PSMC2,0.418,YES,NO
UBQLN3,VCP,0.495,YES,NO
UBQLN3,PRKN,0.497,YES,NO
UBQLN3,PSMD14,0.536,YES,NO
UBQLN3,ADRM1,0.591,YES,NO
UBQLN3,OPTN,0.618,YES,NO
UBQLN3,PSMD4,0.791,YES,NO
UBQLN4,PSMA4,0.995,YES,NO
UBQLN4,PSMD8,0.996,YES,NO
UBQLN4,PSMA3,0.995,YES,NO
UBQLN4,TARDBP,0.727,YES,NO
UBQLN4,EIF2S1,0.449,YES,NO
UBQLN4,PSMC1,0.995,YES,NO
UBQLN4,PSMA6,0.994,YES,NO
UBQLN4,PSMD11,0.996,YES,NO
UBQLN4,PSMB1,0.995,YES,NO
UBQLN4,PSMD3,0.996,YES,NO
UBQLN4,PSMA5,0.994,YES,NO
UBQLN4,PSMD1,0.996,YES,NO
UBQLN4,PSMD2,0.783,YES,NO
UBQLN4,PSMC5,0.995,YES,NO
UBQLN4,PSMA8,0.994,YES,NO
UBQLN4,HSPA5,0.554,YES,NO
UBQLN4,UBQLN2,0.572,YES,NO
UBQLN4,PSMD12,0.996,YES,NO
UBQLN4,VCP,0.519,YES,NO
UBQLN4,NUP214,0.423,YES,NO
UBQLN4,PSMB5,0.994,YES,NO
UBQLN4,PRKN,0.486,YES,NO
UBQLN4,C9orf72,0.498,YES,NO
UBQLN4,NDUFA6,0.522,YES,NO
UBQLN4,ATXN2,0.533,YES,NO
UBQLN4,OPTN,0.631,YES,NO
UBQLN4,ADRM1,0.637,YES,NO
UBQLN4,UBQLN1,0.785,YES,NO
UBQLN4,PSMB3,0.994,YES,NO
UBQLN4,PSMA7,0.994,YES,NO
UBQLN4,PSMC6,0.995,YES,NO
UBQLN4,PSMA1,0.995,YES,NO
UBQLN4,PSMC3,0.995,YES,NO
UBQLN4,PSMC2,0.996,YES,NO
UBQLN4,PSMD14,0.997,YES,NO
UBQLN4,PSMD4,0.999,YES,NO
ULK1,RB1CC1,0.999,YES,NO
ULK1,GABARAPL2,0.997,YES,NO
ULK1,ATG14,0.999,YES,NO
ULK1,TRAF2,0.501,YES,NO
ULK1,PIK3C3,0.999,YES,NO
ULK1,WIPI1,0.974,YES,NO
ULK1,TP53,0.541,YES,NO
ULK1,RAB5A,0.452,YES,NO
ULK1,NRBF2,0.999,YES,NO
ULK1,WIPI2,0.944,YES,NO
ULK1,GABARAP,0.996,YES,NO
ULK1,CYCS,0.425,YES,NO
ULK1,CASP3,0.464,YES,NO
ULK1,ATF4,0.406,YES,NO
ULK1,ACTB,0.412,YES,NO
ULK1,BAD,0.414,YES,NO
ULK1,BCL2L1,0.44,YES,NO
ULK1,HDAC6,0.534,YES,NO
ULK1,PINK1,0.573,YES,NO
ULK1,PRKN,0.574,YES,NO
ULK1,BCL2,0.577,YES,NO
ULK1,TBK1,0.604,YES,NO
ULK1,OPTN,0.687,YES,NO
ULK1,RAB1A,0.933,YES,NO
ULK1,SQSTM1,0.959,YES,NO
ULK1,SMCR8,0.965,YES,NO
ULK1,BECN2,0.987,YES,NO
ULK1,ATG2B,0.988,YES,NO
ULK1,C9orf72,0.989,YES,NO
ULK1,ATG2A,0.991,YES,NO
ULK1,GABARAPL1,0.991,YES,NO
ULK1,ULK2,0.997,YES,NO
ULK1,PIK3R4,0.997,YES,NO
ULK1,BECN1,0.999,YES,NO
ULK1,MTOR,0.999,YES,NO
ULK1,ATG101,0.999,YES,NO
ULK2,RB1CC1,0.999,YES,NO
ULK2,GABARAPL2,0.936,YES,NO
ULK2,ATG14,0.985,YES,NO
ULK2,PIK3C3,0.997,YES,NO
ULK2,WIPI1,0.917,YES,NO
ULK2,NRBF2,0.942,YES,NO
ULK2,WIPI2,0.928,YES,NO
ULK2,GABARAP,0.892,YES,NO
ULK2,ULK1,0.997,YES,NO
ULK2,ATG101,0.999,YES,NO
ULK2,PIK3R4,0.996,YES,NO
ULK2,ATG2B,0.99,YES,NO
ULK2,MTOR,0.986,YES,NO
ULK2,BECN1,0.997,YES,NO
ULK2,PRKN,0.414,YES,NO
ULK2,PINK1,0.491,YES,NO
ULK2,ATG2A,0.989,YES,NO
ULK2,SQSTM1,0.758,YES,NO
ULK2,C9orf72,0.913,YES,NO
ULK2,SMCR8,0.921,YES,NO
ULK2,GABARAPL1,0.943,YES,NO
ULK2,BECN2,0.984,YES,NO
UQCR10,NDUFB4,0.994,YES,NO
UQCR10,UQCRC1,0.999,YES,NO
UQCR10,ATP5F1D,0.879,YES,NO
UQCR10,NDUFB7,0.998,YES,NO
UQCR10,COX6A1,0.995,YES,NO
UQCR10,NDUFS7,0.987,YES,NO
UQCR10,ATP5F1E,0.925,YES,NO
UQCR10,NDUFA2,0.999,YES,NO
UQCR10,NDUFA10,0.902,YES,NO
UQCR10,COX5B,0.999,YES,NO
UQCR10,NDUFB5,0.987,YES,NO
UQCR10,ATP5F1B,0.494,YES,NO
UQCR10,NDUFS3,0.994,YES,NO
UQCR10,SDHA,0.697,YES,NO
UQCR10,NDUFA9,0.999,YES,NO
UQCR10,UQCRC2,0.999,YES,NO
UQCR10,NDUFB10,0.996,YES,NO
UQCR10,NDUFS6,0.999,YES,NO
UQCR10,NDUFB9,0.998,YES,NO
UQCR10,NDUFC2,0.975,YES,NO
UQCR10,ATP5MC3,0.668,YES,NO
UQCR10,COX6A2,0.998,YES,NO
UQCR10,ATP5PO,0.761,YES,NO
UQCR10,COX7A1,0.988,YES,NO
UQCR10,NDUFS4,0.997,YES,NO
UQCR10,NDUFB8,0.996,YES,NO
UQCR10,NDUFA7,0.992,YES,NO
UQCR10,ATP5PD,0.957,YES,NO
UQCR10,UQCRFS1,0.999,YES,NO
UQCR10,CYCS,0.965,YES,NO
UQCR10,UQCRH,0.999,YES,NO
UQCR10,NDUFS8,0.998,YES,NO
UQCR10,CYC1,0.999,YES,NO
UQCR10,COX5A,0.999,YES,NO
UQCR10,COX8A,0.796,YES,NO
UQCR10,NDUFV2,0.997,YES,NO
UQCR10,NDUFA12,0.999,YES,NO
UQCR10,DDIT3,0.465,YES,NO
UQCR10,ATP5MC2,0.478,YES,NO
UQCR10,COX8C,0.54,YES,NO
UQCR10,ATP5F1A,0.56,YES,NO
UQCR10,ATP5PB,0.639,YES,NO
UQCR10,ATP5F1C,0.738,YES,NO
UQCR10,ATP5MC1,0.794,YES,NO
UQCR10,ATP5PF,0.862,YES,NO
UQCR10,MT-ND6,0.878,YES,NO
UQCR10,NDUFA4L2,0.883,YES,NO
UQCR10,COX7A2L,0.889,YES,NO
UQCR10,COX7A2,0.897,YES,NO
UQCR10,COX7B2,0.907,YES,NO
UQCR10,SDHB,0.919,YES,NO
UQCR10,SDHC,0.922,YES,NO
UQCR10,SDHD,0.923,YES,NO
UQCR10,NDUFB2,0.925,YES,NO
UQCR10,MT-ND2,0.951,YES,NO
UQCR10,MT-ND5,0.956,YES,NO
UQCR10,NDUFV3,0.959,YES,NO
UQCR10,NDUFC1,0.961,YES,NO
UQCR10,NDUFA4,0.961,YES,NO
UQCR10,NDUFB1,0.966,YES,NO
UQCR10,COX6B2,0.97,YES,NO
UQCR10,MT-ND4L,0.971,YES,NO
UQCR10,MT-ND1,0.974,YES,NO
UQCR10,MT-ND3,0.976,YES,NO
UQCR10,NDUFA1,0.978,YES,NO
UQCR10,COX4I2,0.978,YES,NO
UQCR10,MT-ND4,0.978,YES,NO
UQCR10,NDUFA3,0.979,YES,NO
UQCR10,NDUFB3,0.98,YES,NO
UQCR10,NDUFAB1,0.981,YES,NO
UQCR10,NDUFB6,0.983,YES,NO
UQCR10,MT-CO2,0.986,YES,NO
UQCR10,NDUFS5,0.99,YES,NO
UQCR10,NDUFS1,0.99,YES,NO
UQCR10,COX7B,0.992,YES,NO
UQCR10,MT-CO1,0.993,YES,NO
UQCR10,NDUFS2,0.994,YES,NO
UQCR10,NDUFV1,0.995,YES,NO
UQCR10,NDUFA13,0.995,YES,NO
UQCR10,MT-CO3,0.996,YES,NO
UQCR10,COX4I1,0.996,YES,NO
UQCR10,COX6C,0.997,YES,NO
UQCR10,UQCRHL,0.998,YES,NO
UQCR10,NDUFA8,0.999,YES,NO
UQCR10,COX6B1,0.999,YES,NO
UQCR10,UQCR11,0.999,YES,NO
UQCR10,COX7C,0.999,YES,NO
UQCR10,NDUFA11,0.999,YES,NO
UQCR10,UQCRB,0.999,YES,NO
UQCR10,NDUFA6,0.999,YES,NO
UQCR10,NDUFA5,0.999,YES,NO
UQCR10,MT-CYB,0.999,YES,NO
UQCR10,UQCRQ,0.999,YES,NO
UQCR11,NDUFB4,0.975,YES,NO
UQCR11,UQCRC1,0.999,YES,NO
UQCR11,ATP5F1D,0.922,YES,NO
UQCR11,NDUFB7,0.997,YES,NO
UQCR11,COX6A1,0.971,YES,NO
UQCR11,NDUFS7,0.996,YES,NO
UQCR11,ATP5F1E,0.915,YES,NO
UQCR11,NDUFA2,0.994,YES,NO
UQCR11,NDUFA10,0.92,YES,NO
UQCR11,COX5B,0.999,YES,NO
UQCR11,NDUFB5,0.958,YES,NO
UQCR11,ATP5F1B,0.555,YES,NO
UQCR11,NDUFS3,0.926,YES,NO
UQCR11,SDHA,0.608,YES,NO
UQCR11,NDUFA9,0.939,YES,NO
UQCR11,UQCRC2,0.999,YES,NO
UQCR11,NDUFB10,0.983,YES,NO
UQCR11,NDUFS6,0.986,YES,NO
UQCR11,NDUFB9,0.986,YES,NO
UQCR11,NDUFC2,0.987,YES,NO
UQCR11,ATP5MC3,0.631,YES,NO
UQCR11,COX6A2,0.992,YES,NO
UQCR11,ATP5PO,0.605,YES,NO
UQCR11,COX7A1,0.999,YES,NO
UQCR11,NDUFS4,0.954,YES,NO
UQCR11,NDUFB8,0.99,YES,NO
UQCR11,NDUFA7,0.989,YES,NO
UQCR11,ATP5PD,0.944,YES,NO
UQCR11,UQCRFS1,0.999,YES,NO
UQCR11,CYCS,0.755,YES,NO
UQCR11,UQCRH,0.999,YES,NO
UQCR11,NDUFS8,0.97,YES,NO
UQCR11,CYC1,0.999,YES,NO
UQCR11,COX5A,0.998,YES,NO
UQCR11,COX8A,0.837,YES,NO
UQCR11,NDUFV2,0.923,YES,NO
UQCR11,NDUFA12,0.994,YES,NO
UQCR11,UQCR10,0.999,YES,NO
UQCR11,NDUFA4,0.958,YES,NO
UQCR11,COX8C,0.626,YES,NO
UQCR11,NDUFV3,0.945,YES,NO
UQCR11,ATP5F1C,0.467,YES,NO
UQCR11,MT-CO1,0.973,YES,NO
UQCR11,MT-CYB,0.998,YES,NO
UQCR11,MT-ND6,0.857,YES,NO
UQCR11,MT-ND1,0.85,YES,NO
UQCR11,MT-ND4L,0.855,YES,NO
UQCR11,MT-ND5,0.883,YES,NO
UQCR11,MT-CO2,0.957,YES,NO
UQCR11,MT-ND4,0.852,YES,NO
UQCR11,MT-CO3,0.967,YES,NO
UQCR11,MT-ND2,0.867,YES,NO
UQCR11,MT-ND3,0.85,YES,NO
UQCR11,SDHC,0.557,YES,NO
UQCR11,NDUFS2,0.932,YES,NO
UQCR11,ATP5PB,0.451,YES,NO
UQCR11,COX7A2,0.965,YES,NO
UQCR11,NDUFA1,0.974,YES,NO
UQCR11,NDUFS5,0.986,YES,NO
UQCR11,NDUFA8,0.983,YES,NO
UQCR11,SDHB,0.757,YES,NO
UQCR11,SDHD,0.478,YES,NO
UQCR11,COX4I2,0.935,YES,NO
UQCR11,COX7A2L,0.8,YES,NO
UQCR11,UQCRQ,0.999,YES,NO
UQCR11,NDUFB6,0.963,YES,NO
UQCR11,ATP5MC1,0.794,YES,NO
UQCR11,NDUFA4L2,0.899,YES,NO
UQCR11,COX7B2,0.854,YES,NO
UQCR11,ATP5F1A,0.549,YES,NO
UQCR11,NDUFA11,0.99,YES,NO
UQCR11,ATP5PF,0.926,YES,NO
UQCR11,NDUFS1,0.934,YES,NO
UQCR11,NDUFB3,0.959,YES,NO
UQCR11,NDUFA5,0.981,YES,NO
UQCR11,NDUFA3,0.994,YES,NO
UQCR11,NDUFB2,0.937,YES,NO
UQCR11,NDUFA13,0.995,YES,NO
UQCR11,COX7C,0.995,YES,NO
UQCR11,COX6C,0.994,YES,NO
UQCR11,UQCRB,0.999,YES,NO
UQCR11,NDUFC1,0.972,YES,NO
UQCR11,COX4I1,0.991,YES,NO
UQCR11,NDUFAB1,0.929,YES,NO
UQCR11,COX6B1,0.997,YES,NO
UQCR11,ATP5MC2,0.541,YES,NO
UQCR11,COX6B2,0.927,YES,NO
UQCR11,NDUFB1,0.961,YES,NO
UQCR11,COX7B,0.99,YES,NO
UQCR11,NDUFA6,0.991,YES,NO
UQCR11,NDUFV1,0.992,YES,NO
UQCR11,UQCRHL,0.994,YES,NO
UQCRB,NDUFB4,0.995,YES,NO
UQCRB,UQCRC1,0.999,YES,NO
UQCRB,ATP5F1D,0.927,YES,NO
UQCRB,NDUFB7,0.994,YES,NO
UQCRB,PSMA3,0.421,YES,NO
UQCRB,COX6A1,0.997,YES,NO
UQCRB,NDUFS7,0.978,YES,NO
UQCRB,ATP5F1E,0.709,YES,NO
UQCRB,NDUFA2,0.997,YES,NO
UQCRB,NDUFA10,0.956,YES,NO
UQCRB,COX5B,0.999,YES,NO
UQCRB,NDUFB5,0.985,YES,NO
UQCRB,ATP5F1B,0.677,YES,NO
UQCRB,NDUFS3,0.997,YES,NO
UQCRB,SDHA,0.882,YES,NO
UQCRB,NDUFA9,0.989,YES,NO
UQCRB,UQCRC2,0.999,YES,NO
UQCRB,NDUFB10,0.994,YES,NO
UQCRB,NDUFS6,0.996,YES,NO
UQCRB,NDUFB9,0.998,YES,NO
UQCRB,NDUFC2,0.971,YES,NO
UQCRB,ATP5MC3,0.584,YES,NO
UQCRB,COX6A2,0.998,YES,NO
UQCRB,ATP5PO,0.94,YES,NO
UQCRB,COX7A1,0.994,YES,NO
UQCRB,NDUFS4,0.999,YES,NO
UQCRB,NDUFB8,0.992,YES,NO
UQCRB,NDUFA7,0.957,YES,NO
UQCRB,ATP5PD,0.976,YES,NO
UQCRB,UQCRFS1,0.999,YES,NO
UQCRB,CYCS,0.99,YES,NO
UQCRB,UQCRH,0.999,YES,NO
UQCRB,NDUFS8,0.998,YES,NO
UQCRB,CYC1,0.999,YES,NO
UQCRB,COX5A,0.999,YES,NO
UQCRB,COX8A,0.712,YES,NO
UQCRB,NDUFV2,0.999,YES,NO
UQCRB,NDUFA12,0.999,YES,NO
UQCRB,UQCR10,0.999,YES,NO
UQCRB,NDUFA4,0.941,YES,NO
UQCRB,COX8C,0.586,YES,NO
UQCRB,NDUFV3,0.885,YES,NO
UQCRB,ATP5F1C,0.963,YES,NO
UQCRB,MT-CO1,0.995,YES,NO
UQCRB,MT-CYB,0.999,YES,NO
UQCRB,MT-ATP6,0.432,YES,NO
UQCRB,MT-ND6,0.854,YES,NO
UQCRB,MT-ND1,0.962,YES,NO
UQCRB,MT-ND4L,0.959,YES,NO
UQCRB,MT-ND5,0.947,YES,NO
UQCRB,MT-CO2,0.992,YES,NO
UQCRB,MT-ND4,0.975,YES,NO
UQCRB,MT-CO3,0.993,YES,NO
UQCRB,MT-ND2,0.936,YES,NO
UQCRB,MT-ND3,0.968,YES,NO
UQCRB,SDHC,0.909,YES,NO
UQCRB,NDUFS2,0.997,YES,NO
UQCRB,ATP5PB,0.969,YES,NO
UQCRB,COX7A2,0.855,YES,NO
UQCRB,NDUFA1,0.948,YES,NO
UQCRB,NDUFS5,0.964,YES,NO
UQCRB,NDUFA8,0.999,YES,NO
UQCRB,SDHB,0.957,YES,NO
UQCRB,SDHD,0.93,YES,NO
UQCRB,COX4I2,0.982,YES,NO
UQCRB,COX7A2L,0.949,YES,NO
UQCRB,UQCRQ,0.999,YES,NO
UQCRB,NDUFB6,0.988,YES,NO
UQCRB,ATP5MC1,0.496,YES,NO
UQCRB,NDUFA4L2,0.849,YES,NO
UQCRB,VDAC1,0.594,YES,NO
UQCRB,COX7B2,0.893,YES,NO
UQCRB,ATP5F1A,0.777,YES,NO
UQCRB,NDUFA11,0.977,YES,NO
UQCRB,ATP5PF,0.925,YES,NO
UQCRB,NDUFS1,0.998,YES,NO
UQCRB,NDUFB3,0.981,YES,NO
UQCRB,NDUFA5,0.999,YES,NO
UQCRB,NDUFA3,0.906,YES,NO
UQCRB,NDUFB2,0.913,YES,NO
UQCRB,NDUFA13,0.989,YES,NO
UQCRB,COX7C,0.999,YES,NO
UQCRB,COX6C,0.991,YES,NO
UQCRB,DDIT3,0.484,YES,NO
UQCRB,ATP5MC2,0.511,YES,NO
UQCRB,NDUFC1,0.896,YES,NO
UQCRB,NDUFB1,0.96,YES,NO
UQCRB,NDUFAB1,0.975,YES,NO
UQCRB,COX6B2,0.983,YES,NO
UQCRB,COX7B,0.984,YES,NO
UQCRB,UQCRHL,0.998,YES,NO
