Species A,Gene A,Species B,Gene B,Score
Homo sapiens,COX6B1,Homo sapiens,UQCRB,94.6
Homo sapiens,UQCRQ,Homo sapiens,UQCRB,0.999999148
Homo sapiens,UQCRB,Homo sapiens,CYTB,0.999977286
Homo sapiens,UQCRH,Homo sapiens,UQCRB,0.999962875
Homo sapiens,UQCRB,Homo sapiens,COX7A2L,0.999955686
Homo sapiens,MAGEA4,Homo sapiens,UQCRB,0.999930193
Homo sapiens,UQCRB,Homo sapiens,MYO18A,0.994147938
Homo sapiens,UQCRB,Homo sapiens,UQCRC1,0.983994065
Homo sapiens,UQCRB,Homo sapiens,UHRF1,0.970359863
Homo sapiens,COX6B1,Homo sapiens,UQCRB,0.96209047
Homo sapiens,UQCRB,Homo sapiens,UQCRC2,0.941149922
Homo sapiens,CYC1,Homo sapiens,UQCRB,0.936677682
Homo sapiens,UQCRB,Homo sapiens,S100A10,0.900168657
Homo sapiens,UQCRB,Homo sapiens,ACTBL2,0.898901411
Homo sapiens,UQCRB,Homo sapiens,COX1,0.844853958
Homo sapiens,UQCRB,Homo sapiens,TJP1,0.830061449
Homo sapiens,UQCRB,Homo sapiens,ACTB,0.765242332
Homo sapiens,C14orf2,Homo sapiens,UQCRB,3.143740872
Homo sapiens,NDUFA8,Homo sapiens,UQCRB,3.361410892
Homo sapiens,NDUFA9,Homo sapiens,UQCRB,3.397502298
Homo sapiens,NDUFB1,Homo sapiens,UQCRB,4.90794956
Homo sapiens,NDUFB2,Homo sapiens,UQCRB,4.210669858
Homo sapiens,NDUFB4,Homo sapiens,UQCRB,3.784688025
Homo sapiens,TMEM261,Homo sapiens,UQCRB,3.962036673
Homo sapiens,UQCRB,Homo sapiens,SLC25A24,1.566682958
Homo sapiens,PDHB,Homo sapiens,UQCRB,1.557047167
Homo sapiens,UQCRB,Homo sapiens,ATP5A1,1.503873587
Homo sapiens,APP,Homo sapiens,UQCRB,1.498805057
Homo sapiens,HSPA5,Homo sapiens,UQCRB,1.486666464
Homo sapiens,UQCRB,Homo sapiens,PHB,1.461628246
Homo sapiens,ATP5H,Homo sapiens,UQCRB,1.455506972
Homo sapiens,TMEM70,Homo sapiens,UQCRB,1.0
Homo sapiens,AARS2,Homo sapiens,UQCRB,20.0
Homo sapiens,CS,Homo sapiens,UQCRB,30.0
Homo sapiens,LARS2,Homo sapiens,UQCRB,0.804641475
Homo sapiens,NAT8B,Homo sapiens,UQCRB,0.882113151
Homo sapiens,COX7C,Homo sapiens,UQCRB,0.857605052
Homo sapiens,COX6A1,Homo sapiens,UQCRB,0.997769993
Homo sapiens,UQCR10,Homo sapiens,UQCRB,0.999911825
Homo sapiens,UQCRB,Homo sapiens,UQCRC2,0.999974694
Homo sapiens,UQCRB,Homo sapiens,UQCRC1,0.975643804
Homo sapiens,UQCRB,Homo sapiens,CYTB,0.999931102
Homo sapiens,UQCRH,Homo sapiens,UQCRB,0.999470701
Homo sapiens,PTGES2,Homo sapiens,UQCRB,0.999953445
Homo sapiens,COX4I2,Homo sapiens,UQCRB,0.853122473
Homo sapiens,CYC1,Homo sapiens,UQCRB,0.968211567
Homo sapiens,UQCRB,Homo sapiens,HDHD2,0.783440941
Homo sapiens,COX4I1,Homo sapiens,UQCRB,0.99271713
Homo sapiens,UQCRFS1,Homo sapiens,UQCRB,0.781804827
Homo sapiens,MAGEA4,Homo sapiens,UQCRB,0.999826361
Homo sapiens,UQCRB,Homo sapiens,S100A10,0.847592969
Homo sapiens,UQCRQ,Homo sapiens,UQCRB,0.999999812
Homo sapiens,UQCRB,Homo sapiens,UHRF1,0.81433939
Homo sapiens,UQCRB,Homo sapiens,MYO18A,0.955797984
Homo sapiens,UQCRB,Homo sapiens,COX7A2L,0.999888143
Homo sapiens,COX7B2,Homo sapiens,UQCRB,0.914496554
Homo sapiens,C17orf59,Homo sapiens,UQCRB,0.998574141
Homo sapiens,NRP1,Homo sapiens,UQCRB,1.0
Homo sapiens,ACE2,Homo sapiens,UQCRB,1.0
Homo sapiens,MFSD10,Homo sapiens,UQCRB,0.971750324
Homo sapiens,SLC30A5,Homo sapiens,UQCRB,0.595050817
Homo sapiens,SLC35B2,Homo sapiens,UQCRB,0.851417167
Homo sapiens,UQCRB,Homo sapiens,UQCRFS1,0.835
Homo sapiens,SDHA,Homo sapiens,UQCRFS1,0.815
Homo sapiens,SDHB,Homo sapiens,UQCRFS1,0.76
Homo sapiens,ICT1,Homo sapiens,UQCRFS1,0.756
Homo sapiens,SCAF4,Homo sapiens,UQCRFS1,0.977
Homo sapiens,SELENBP1,Homo sapiens,UQCRFS1,0.924
Homo sapiens,ACP2,Homo sapiens,UQCRFS1,0.917
Homo sapiens,USP7,Homo sapiens,UQCRFS1,0.914
Homo sapiens,BCS1L,Homo sapiens,UQCRFS1,0.906
Homo sapiens,UQCRFS1,Homo sapiens,VAPB,0.872
Homo sapiens,SRSF3,Homo sapiens,UQCRFS1,0.868
Homo sapiens,MPST,Homo sapiens,UQCRFS1,0.845
Homo sapiens,TOMM7,Homo sapiens,UQCRFS1,0.842
Homo sapiens,TIMM9,Homo sapiens,UQCRFS1,0.84
Homo sapiens,OXCT1,Homo sapiens,UQCRFS1,0.831
Homo sapiens,RAB14,Homo sapiens,UQCRFS1,0.83
Homo sapiens,SDHAF2,Homo sapiens,UQCRFS1,0.825
Homo sapiens,SLC9A3R1,Homo sapiens,UQCRFS1,0.82
Homo sapiens,UQCRFS1,Homo sapiens,ZNF454,0.813
Homo sapiens,FKBP8,Homo sapiens,UQCRFS1,0.811
Homo sapiens,SEPT9,Homo sapiens,UQCRFS1,0.802
Homo sapiens,MGAT4B,Homo sapiens,UQCRFS1,0.797
Homo sapiens,ERGIC1,Homo sapiens,UQCRFS1,0.795
Homo sapiens,SFXN1,Homo sapiens,UQCRFS1,0.783
Homo sapiens,MPV17,Homo sapiens,UQCRFS1,0.775
Homo sapiens,TM9SF4,Homo sapiens,UQCRFS1,0.766
Homo sapiens,EIF4A1,Homo sapiens,UQCRFS1,0.765
Homo sapiens,ABCC2,Homo sapiens,UQCRFS1,0.763
Homo sapiens,UQCRFS1,Homo sapiens,ALDH1B1,0.284435677
Homo sapiens,UQCRFS1,Homo sapiens,COX6B1,0.112840405
Homo sapiens,UQCRFS1,Homo sapiens,CYC1,0.995004988
Homo sapiens,UQCRFS1,Homo sapiens,CYCS,0.106599272
Homo sapiens,UQCRFS1,Homo sapiens,GAA,0.089866653
Homo sapiens,UQCRFS1,Homo sapiens,LGALS1,0.085294481
Homo sapiens,UQCRFS1,Homo sapiens,MDH1,0.126108316
Homo sapiens,UQCRFS1,Homo sapiens,CYTB,0.864158565
Homo sapiens,UQCRFS1,Homo sapiens,NDUFA9,0.103585371
Homo sapiens,UQCRFS1,Homo sapiens,PGM1,0.133742766
Homo sapiens,UQCRFS1,Homo sapiens,TPI1,0.072692654
Homo sapiens,UQCRFS1,Homo sapiens,TXNDC17,0.086613954
Homo sapiens,ACAT1,Homo sapiens,UQCRFS1,0.143426037
Homo sapiens,ATP1B1,Homo sapiens,UQCRFS1,0.096063526
Homo sapiens,ATP5J,Homo sapiens,UQCRFS1,0.100421841
Homo sapiens,ATPIF1,Homo sapiens,UQCRFS1,0.132215957
Homo sapiens,CYB5B,Homo sapiens,UQCRFS1,0.081683226
Homo sapiens,GSTO1,Homo sapiens,UQCRFS1,0.378136956
Homo sapiens,ILVBL,Homo sapiens,UQCRFS1,0.078146144
Homo sapiens,NDUFB4,Homo sapiens,UQCRFS1,0.073446405
Homo sapiens,NDUFB8,Homo sapiens,UQCRFS1,0.143706737
Homo sapiens,NDUFV1,Homo sapiens,UQCRFS1,0.12833869
Homo sapiens,OAT,Homo sapiens,UQCRFS1,0.15005643
Homo sapiens,PHGDH,Homo sapiens,UQCRFS1,0.075193867
Homo sapiens,SDHA,Homo sapiens,UQCRFS1,0.439129728
Homo sapiens,TSR1,Homo sapiens,UQCRFS1,0.070490766
Homo sapiens,UQCRFS1,Homo sapiens,UQCRQ,0.099103586
Homo sapiens,UQCRFS1,Homo sapiens,XPNPEP1,0.081152252
Homo sapiens,LYRM7,Homo sapiens,UQCRFS1,98.2
Homo sapiens,NDUFA4,Homo sapiens,UQCRFS1,98.1
Homo sapiens,CISD3,Homo sapiens,UQCRFS1,97.5
Homo sapiens,NDUFS3,Homo sapiens,UQCRFS1,97.5
Homo sapiens,C15orf48,Homo sapiens,UQCRFS1,97.3
Homo sapiens,PTPMT1,Homo sapiens,UQCRFS1,96.8
Homo sapiens,COX6B1,Homo sapiens,UQCRFS1,95.4
Homo sapiens,CS,Homo sapiens,UQCRFS1,1.560374575
Homo sapiens,CTSD,Homo sapiens,UQCRFS1,1.5206816
Homo sapiens,UQCRFS1,Homo sapiens,NIPSNAP3A,1.553460196
Homo sapiens,AUH,Homo sapiens,UQCRFS1,0.91
Homo sapiens,HINT2,Homo sapiens,UQCRFS1,0.91
Homo sapiens,METTL17,Homo sapiens,UQCRFS1,0.98
Homo sapiens,APOO,Homo sapiens,UQCRFS1,0.88
Homo sapiens,SLC25A51,Homo sapiens,UQCRFS1,0.86
Homo sapiens,SSBP1,Homo sapiens,UQCRFS1,0.91
Homo sapiens,EXD2,Homo sapiens,UQCRFS1,0.91
Homo sapiens,UQCRFS1,Homo sapiens,CIAO1,24.64239307
Homo sapiens,CDK1,Homo sapiens,UQCRFS1,12.42164272
Homo sapiens,PAFAH1B1,Homo sapiens,UQCRFS1,12.3730864
Homo sapiens,UQCRFS1,Homo sapiens,ACAA2,12.12161369
Homo sapiens,UQCRFS1,Homo sapiens,FAM96B,12.0116396
Homo sapiens,UQCRFS1,Homo sapiens,FAM96A,11.91800672
Homo sapiens,UQCRFS1,Homo sapiens,AP1M1,11.43948452
Homo sapiens,UQCRFS1,Homo sapiens,LTA4H,11.0465044
Homo sapiens,AARS2,Homo sapiens,UQCRFS1,45.5
Homo sapiens,COX4I1,Homo sapiens,UQCRFS1,35.0
Homo sapiens,CS,Homo sapiens,UQCRFS1,49.0
Homo sapiens,PDHA1,Homo sapiens,UQCRFS1,56.0
Homo sapiens,SFXN1,Homo sapiens,UQCRFS1,17.5
Homo sapiens,TRAP1,Homo sapiens,UQCRFS1,24.5
Homo sapiens,UQCRFS1,Homo sapiens,GPT2,0.84335602
Homo sapiens,UQCRFS1,Homo sapiens,NUDT8,0.986339406
Homo sapiens,UQCRFS1,Homo sapiens,FDXR,0.999808308
Homo sapiens,UQCRFS1,Homo sapiens,FECH,0.885182569
Homo sapiens,UQCRFS1,Homo sapiens,SIRT3,0.994616092
Homo sapiens,UQCRFS1,Homo sapiens,ACSF3,0.999692321
Homo sapiens,UQCRFS1,Homo sapiens,GUF1,0.873053342
Homo sapiens,UQCRFS1,Homo sapiens,MTIF2,0.999970389
Homo sapiens,UQCRFS1,Homo sapiens,NSUN3,0.977075317
Homo sapiens,UQCRFS1,Homo sapiens,ACSS1,0.999923582
Homo sapiens,UQCRFS1,Homo sapiens,C17orf80,0.964747541
Homo sapiens,UQCRFS1,Homo sapiens,ABHD11,0.999976234
Homo sapiens,UQCRFS1,Homo sapiens,NDUFS6,0.887808011
Homo sapiens,UQCRFS1,Homo sapiens,PNPT1,0.993124106
Homo sapiens,UQCRFS1,Homo sapiens,OSGEPL1,0.999990208
Homo sapiens,UQCRFS1,Homo sapiens,CTSH,0.956895681
Homo sapiens,UQCR10,Homo sapiens,UQCRFS1,0.858563915
Homo sapiens,UQCRFS1,Homo sapiens,COX7A2L,0.966801514
Homo sapiens,UQCRFS1,Homo sapiens,NARS2,0.996139522
Homo sapiens,UQCRFS1,Homo sapiens,POLG,0.999603753
Homo sapiens,UQCRFS1,Homo sapiens,NNT,0.956913838
Homo sapiens,UQCRFS1,Homo sapiens,LARS2,0.99957966
Homo sapiens,UQCRFS1,Homo sapiens,PDSS2,0.999949332
Homo sapiens,UQCRFS1,Homo sapiens,TRMT2B,0.819788833
Homo sapiens,UQCRFS1,Homo sapiens,GFM1,0.996938009
Homo sapiens,UQCRFS1,Homo sapiens,BCKDK,0.904282121
Homo sapiens,UQCRFS1,Homo sapiens,PTPMT1,0.891173465
Homo sapiens,UQCRFS1,Homo sapiens,AUH,0.999987831
Homo sapiens,UQCRFS1,Homo sapiens,IARS2,0.880290783
Homo sapiens,UQCRFS1,Homo sapiens,RTN4IP1,0.999917058
Homo sapiens,UQCRFS1,Homo sapiens,ELAC2,0.989895588
Homo sapiens,UQCRH,Homo sapiens,UQCRFS1,0.850523714
Homo sapiens,UQCRFS1,Homo sapiens,ACAA2,0.91634601
Homo sapiens,UQCRFS1,Homo sapiens,NUDT19,0.997517095
Homo sapiens,UQCRFS1,Homo sapiens,NME4,0.983161979
Homo sapiens,UQCRFS1,Homo sapiens,CLPP,0.944845523
Homo sapiens,UQCRFS1,Homo sapiens,DARS2,0.755407672
Homo sapiens,UQCRFS1,Homo sapiens,HARS2,0.976770357
Homo sapiens,UQCRFS1,Homo sapiens,VARS2,0.999974497
Homo sapiens,UQCRFS1,Homo sapiens,TRMT61B,0.886337639
Homo sapiens,UQCRFS1,Homo sapiens,PTGES2,0.999971677
Homo sapiens,UQCRFS1,Homo sapiens,NDUFAB1,0.99217281
Homo sapiens,UQCRFS1,Homo sapiens,MTG2,0.999385735
Homo sapiens,GFM2,Homo sapiens,UQCRFS1,0.999671232
Homo sapiens,UQCRFS1,Homo sapiens,SDR39U1,0.917387619
Homo sapiens,UQCRFS1,Homo sapiens,CLPX,0.892313228
Homo sapiens,UQCRFS1,Homo sapiens,CYTB,0.980275977
Homo sapiens,UQCRFS1,Homo sapiens,LYRM7,1.0
Homo sapiens,UQCRFS1,Homo sapiens,UQCRB,0.781804827
Homo sapiens,UQCRFS1,Homo sapiens,MTG1,0.998443148
Homo sapiens,UQCRFS1,Homo sapiens,CECR5,0.982202243
Homo sapiens,UQCRFS1,Homo sapiens,CRAT,0.999963873
Homo sapiens,UQCRFS1,Homo sapiens,HEMK1,0.999936765
Homo sapiens,UQCRFS1,Homo sapiens,VWA8,0.925507113
Homo sapiens,UQCRFS1,Homo sapiens,AARS2,0.997667779
Homo sapiens,UQCRFS1,Homo sapiens,TFB1M,0.998934501
Homo sapiens,UQCRFS1,Homo sapiens,PDK3,0.92957581
Homo sapiens,UQCRFS1,Homo sapiens,PDK1,0.989863133
Homo sapiens,UQCRFS1,Homo sapiens,RPUSD3,0.993100098
Homo sapiens,UQCRFS1,Homo sapiens,LONP1,0.907663238
Homo sapiens,UQCRFS1,Homo sapiens,CPS1,0.976705189
Homo sapiens,UQCRFS1,Homo sapiens,FTSJ2,0.999728624
Homo sapiens,UQCRFS1,Homo sapiens,YARS2,0.947862708
Homo sapiens,UQCRFS1,Homo sapiens,BCS1L,0.991738203
Homo sapiens,UQCRFS1,Homo sapiens,MARS2,0.956750645
Homo sapiens,UQCRFS1,Homo sapiens,PREPL,0.901072324
Homo sapiens,UQCRFS1,Homo sapiens,TAZ,0.990782909
Homo sapiens,UQCRFS1,Homo sapiens,PDK2,0.995862239
Homo sapiens,UQCRFS1,Homo sapiens,TOP3A,0.999969341
Homo sapiens,UQCRFS1,Homo sapiens,CHDH,0.999978135
Homo sapiens,UQCRFS1,Homo sapiens,TXNRD2,0.947750855
Homo sapiens,UQCRQ,Homo sapiens,UQCRFS1,0.993825569
Homo sapiens,UQCRFS1,Homo sapiens,ACAD10,0.894030844
Homo sapiens,UQCRFS1,Homo sapiens,ACSF2,0.886131748
Homo sapiens,UQCRFS1,Homo sapiens,RSAD1,0.768977789
Homo sapiens,UQCRFS1,Homo sapiens,NSUN4,0.932291266
Homo sapiens,UQCRFS1,Homo sapiens,PPOX,0.917730817
Homo sapiens,UQCRFS1,Homo sapiens,UNG,0.802133528
Homo sapiens,UQCRFS1,Homo sapiens,TTC19,0.999999613
Homo sapiens,UQCRFS1,Homo sapiens,MCCC1,0.866837
Homo sapiens,UQCRFS1,Homo sapiens,L2HGDH,0.965667471
Homo sapiens,UQCRFS1,Homo sapiens,TRUB2,0.974663475
Homo sapiens,UQCRFS1,Homo sapiens,DDX19B,0.927027035
Homo sapiens,UQCRFS1,Homo sapiens,KIAA0391,0.972522212
Homo sapiens,UQCRFS1,Homo sapiens,MACROD1,0.958130017
Homo sapiens,UQCRFS1,Homo sapiens,NDUFAF7,0.997183527
Homo sapiens,UQCRFS1,Homo sapiens,NME6,0.804713537
Homo sapiens,UQCRFS1,Homo sapiens,GLS,0.985442051
Homo sapiens,UQCRFS1,Homo sapiens,PDF,0.994542645
Homo sapiens,UQCRFS1,Homo sapiens,EARS2,0.774491981
Homo sapiens,UQCRFS1,Homo sapiens,CDK5RAP1,0.798268203
Homo sapiens,PTGES2,Homo sapiens,UQCRFS1,0.999991719
Homo sapiens,UQCRFS1,Homo sapiens,NDUFAF1,0.807604807
Homo sapiens,UQCRFS1,Homo sapiens,GATB,0.970161342
Homo sapiens,UQCRFS1,Homo sapiens,TMEM70,0.892925955
Homo sapiens,UQCRFS1,Homo sapiens,CYP24A1,0.997569793
Homo sapiens,UQCRFS1,Homo sapiens,ECHDC3,0.99955144
Homo sapiens,UQCRFS1,Homo sapiens,LAMTOR4,0.975686187
Homo sapiens,UQCRFS1,Homo sapiens,CBR4,0.832971848
Homo sapiens,UQCRFS1,Homo sapiens,PUS1,0.914552147
Homo sapiens,UQCRFS1,Homo sapiens,NUBPL,0.803250479
Homo sapiens,UQCRFS1,Homo sapiens,TARS2,0.978333999
Homo sapiens,UQCRFS1,Homo sapiens,PCCA,0.752621456
Homo sapiens,UQCRFS1,Homo sapiens,COX7A2,0.862490233
Homo sapiens,UQCRFS1,Homo sapiens,BCKDHA,0.896079372
Homo sapiens,UQCRFS1,Homo sapiens,TMLHE,0.990814217
Homo sapiens,BSG,Homo sapiens,UQCRFS1,1.0
Homo sapiens,BSG,Homo sapiens,UQCRFS1,0.98
Homo sapiens,RHBG,Homo sapiens,UQCRFS1,0.865776174
Homo sapiens,SLC1A2,Homo sapiens,UQCRFS1,0.928788179
Homo sapiens,ANKZF1,Homo sapiens,NAA35,0.09408907
Homo sapiens,ANKZF1,Homo sapiens,ANKZF1,-4.678051703
Homo sapiens,ANKZF1,Homo sapiens,SNRPB,3.305137327
Homo sapiens,UBL4B,Homo sapiens,ANKZF1,0.999563029
Homo sapiens,CYLD,Homo sapiens,CAMK2D,2.56
Homo sapiens,USP32P2,Homo sapiens,CYLD,3.54
Homo sapiens,USP13,Homo sapiens,CYLD,1.37
Homo sapiens,SPATA2,Homo sapiens,CYLD,1.91
Homo sapiens,CYLD,Homo sapiens,MYO6,2.41
Homo sapiens,CYLD,Homo sapiens,SPATA2,14.02
Homo sapiens,CYLD,Homo sapiens,MGEA5,8.09
Homo sapiens,CYLD,Homo sapiens,CEP192,10.86
Homo sapiens,CYLD,Homo sapiens,SPATA2L,16.97
Homo sapiens,LATS2,Homo sapiens,CYLD,0.97
Homo sapiens,YWHAB,Homo sapiens,CYLD,0.99
Homo sapiens,SPHK1,Homo sapiens,CYLD,0.999978943
Homo sapiens,FGL2,Homo sapiens,CYLD,0.999301321
Homo sapiens,GRB2,Homo sapiens,CYLD,0.999999908
Homo sapiens,FGL2,Homo sapiens,CYLD,0.999997813
Homo sapiens,SPHK1,Homo sapiens,CYLD,0.999995995
Homo sapiens,FAM184A,Homo sapiens,CYLD,4.36
Homo sapiens,CYLD,Homo sapiens,SPATA2,29.37502616
Homo sapiens,AMOT,Homo sapiens,CYLD,13.12
Homo sapiens,CEP135,Homo sapiens,CYLD,71.09
Homo sapiens,EZR,Homo sapiens,CYLD,7.66
Homo sapiens,IMPDH2,Homo sapiens,CYLD,7.66
Homo sapiens,KRT8,Homo sapiens,CYLD,9.84
Homo sapiens,PARD3,Homo sapiens,CYLD,13.12
Homo sapiens,SASS6,Homo sapiens,CYLD,14.22
Homo sapiens,SYNE3,Homo sapiens,CYLD,87.5
Homo sapiens,VASP,Homo sapiens,CYLD,8.75
Homo sapiens,MID1IP1,Homo sapiens,CYLD,0.999924104
Homo sapiens,FGL2,Homo sapiens,CYLD,0.9999895
Homo sapiens,GRB2,Homo sapiens,CYLD,0.999999919
Homo sapiens,YWHAG,Homo sapiens,CYLD,0.999410449
Homo sapiens,CELA2A,Homo sapiens,CYLD,0.999980663
Homo sapiens,SPHK1,Homo sapiens,CYLD,0.99693789
Homo sapiens,IFITM3,Homo sapiens,CYLD,0.99
Homo sapiens,ALK,Homo sapiens,CYLD,0.01
Homo sapiens,FGFR4,Homo sapiens,CYLD,0.0
Homo sapiens,AATK,Homo sapiens,CYLD,0.0
Homo sapiens,POLR2M,Homo sapiens,UQCRQ,1.0
Homo sapiens,UQCR11,Homo sapiens,UQCRQ,0.861
Homo sapiens,ATP5J2,Homo sapiens,UQCRQ,0.841
Homo sapiens,NDUFA2,Homo sapiens,UQCRQ,0.832
Homo sapiens,NDUFB7,Homo sapiens,UQCRQ,0.798
Homo sapiens,ATP5H,Homo sapiens,UQCRQ,0.793
Homo sapiens,CYSTM1,Homo sapiens,UQCRQ,0.953
Homo sapiens,LAMTOR3,Homo sapiens,UQCRQ,0.826
Homo sapiens,UQCRQ,Homo sapiens,SSBP1,0.79
Homo sapiens,FAF2,Homo sapiens,UQCRQ,0.765
Homo sapiens,CLPTM1L,Homo sapiens,UQCRQ,0.758
Homo sapiens,DNAJA3,Homo sapiens,UQCRQ,0.752
Homo sapiens,NRG1,Homo sapiens,UQCRQ,0.934805834
Homo sapiens,TRABD,Homo sapiens,UQCRQ,0.792115032
Homo sapiens,EIF3F,Homo sapiens,UQCRQ,0.819554297
Homo sapiens,DNAJA1,Homo sapiens,UQCRQ,0.76365116
Homo sapiens,UQCRB,Homo sapiens,UQCRQ,0.998580271
Homo sapiens,UQCRQ,Homo sapiens,ACAT1,0.118228827
Homo sapiens,UQCRQ,Homo sapiens,ALDH1B1,0.118724361
Homo sapiens,UQCRQ,Homo sapiens,ALDH3A2,0.108150124
Homo sapiens,UQCRQ,Homo sapiens,ATP2A2,0.103955212
Homo sapiens,UQCRQ,Homo sapiens,ATP5C1,0.160167036
Homo sapiens,UQCRQ,Homo sapiens,CPT2,0.106128071
Homo sapiens,UQCRQ,Homo sapiens,DDOST,0.077034193
Homo sapiens,UQCRQ,Homo sapiens,GPD2,0.074487952
Homo sapiens,UQCRQ,Homo sapiens,ILVBL,0.082512436
Homo sapiens,UQCRQ,Homo sapiens,IMMT,0.102300305
Homo sapiens,UQCRQ,Homo sapiens,NDUFS3,0.095735033
Homo sapiens,UQCRQ,Homo sapiens,PDCD6IP,0.070230414
Homo sapiens,UQCRQ,Homo sapiens,PDHB,0.097298965
Homo sapiens,UQCRQ,Homo sapiens,PHB,0.099231956
Homo sapiens,UQCRQ,Homo sapiens,RAB1B,0.120470903
Homo sapiens,UQCRQ,Homo sapiens,SFXN1,0.103380718
Homo sapiens,UQCRQ,Homo sapiens,SFXN3,0.131793696
Homo sapiens,UQCRQ,Homo sapiens,SGPL1,0.081836447
Homo sapiens,UQCRQ,Homo sapiens,UQCRC2,0.095993658
Homo sapiens,AFG3L2,Homo sapiens,UQCRQ,0.128709887
Homo sapiens,ATP1A1,Homo sapiens,UQCRQ,0.138706736
Homo sapiens,ATP1B1,Homo sapiens,UQCRQ,0.089085471
Homo sapiens,ATP5F1,Homo sapiens,UQCRQ,0.185961738
Homo sapiens,ATP5L,Homo sapiens,UQCRQ,0.075584137
Homo sapiens,CLTC,Homo sapiens,UQCRQ,0.100595651
Homo sapiens,DNAJA1,Homo sapiens,UQCRQ,0.075722601
Homo sapiens,IQGAP1,Homo sapiens,UQCRQ,0.072699855
Homo sapiens,LMAN1,Homo sapiens,UQCRQ,0.072059464
Homo sapiens,NDUFA10,Homo sapiens,UQCRQ,0.095759636
Homo sapiens,NDUFS8,Homo sapiens,UQCRQ,0.081380692
Homo sapiens,RAB1A,Homo sapiens,UQCRQ,0.128856454
Homo sapiens,SDHA,Homo sapiens,UQCRQ,0.071946507
Homo sapiens,SLC25A3,Homo sapiens,UQCRQ,0.199121871
Homo sapiens,STOML2,Homo sapiens,UQCRQ,0.136305734
Homo sapiens,TMCO1,Homo sapiens,UQCRQ,0.255749047
Homo sapiens,TOMM22,Homo sapiens,UQCRQ,0.09594596
Homo sapiens,TROVE2,Homo sapiens,UQCRQ,0.093188597
Homo sapiens,UQCRFS1,Homo sapiens,UQCRQ,0.099103586
Homo sapiens,VDAC2,Homo sapiens,UQCRQ,0.071289446
Homo sapiens,NDUFA4,Homo sapiens,UQCRQ,99.1
Homo sapiens,C15orf48,Homo sapiens,UQCRQ,98.1
Homo sapiens,UQCRQ,Homo sapiens,UQCRB,0.999999148
Homo sapiens,UQCRQ,Homo sapiens,COX7A2L,0.999974431
Homo sapiens,UQCRQ,Homo sapiens,CYTB,0.999972982
Homo sapiens,UQCRQ,Homo sapiens,IGHA2,0.999792505
Homo sapiens,UQCRQ,Homo sapiens,BPIFA2,0.99965776
Homo sapiens,UQCRQ,Homo sapiens,CST1,0.999003862
Homo sapiens,UQCRQ,Homo sapiens,COX6B1,0.998700791
Homo sapiens,UQCRQ,Homo sapiens,UQCRC1,0.995885314
Homo sapiens,UQCRQ,Homo sapiens,UQCRC2,0.981556423
Homo sapiens,UQCRH,Homo sapiens,UQCRQ,0.978062848
Homo sapiens,UQCRQ,Homo sapiens,CST4,0.976660649
Homo sapiens,SPPL2B,Homo sapiens,UQCRQ,0.941224217
Homo sapiens,UQCRQ,Homo sapiens,PTGES2,0.847788337
Homo sapiens,UQCRQ,Homo sapiens,IGHA1,0.831097647
Homo sapiens,UQCRQ,Homo sapiens,COX1,0.817622781
Homo sapiens,COX7A2L,Homo sapiens,UQCRQ,1.487162205
Homo sapiens,MGST3,Homo sapiens,UQCRQ,1.644182356
Homo sapiens,NDUFA4,Homo sapiens,UQCRQ,1.52684209
Homo sapiens,NDUFS8,Homo sapiens,UQCRQ,1.606706052
Homo sapiens,UQCRQ,Homo sapiens,ANKRD34C,1.636541209
Homo sapiens,UQCRQ,Homo sapiens,ATP5B,1.516884023
Homo sapiens,UQCRQ,Homo sapiens,ATP5C1,1.609704837
Homo sapiens,UQCRQ,Homo sapiens,ATP6V1A,1.514745918
Homo sapiens,UQCRQ,Homo sapiens,C20orf24,1.477598377
Homo sapiens,UQCRQ,Homo sapiens,CANX,1.547998918
Homo sapiens,UQCRQ,Homo sapiens,COA3,1.467723211
Homo sapiens,UQCRQ,Homo sapiens,CORO1C,1.558997828
Homo sapiens,UQCRQ,Homo sapiens,COX4I1,1.456179201
Homo sapiens,UQCRQ,Homo sapiens,COX7A2,1.588716061
Homo sapiens,UQCRQ,Homo sapiens,COX7C,1.561982008
Homo sapiens,UQCRQ,Homo sapiens,CYC1,1.638897809
Homo sapiens,UQCRQ,Homo sapiens,HADHA,1.725231555
Homo sapiens,UQCRQ,Homo sapiens,HADHB,1.666477562
Homo sapiens,UQCRQ,Homo sapiens,HSP90B1,1.522491302
Homo sapiens,UQCRQ,Homo sapiens,IMMT,1.527080577
Homo sapiens,UQCRQ,Homo sapiens,MCU,1.480872325
Homo sapiens,UQCRQ,Homo sapiens,MINOS1,1.747637801
Homo sapiens,UQCRQ,Homo sapiens,MTCH2,1.592554275
Homo sapiens,UQCRQ,Homo sapiens,COX2,1.462467649
Homo sapiens,UQCRQ,Homo sapiens,NDUFA9,1.760717967
Homo sapiens,UQCRQ,Homo sapiens,NDUFB8,1.478490486
Homo sapiens,UQCRQ,Homo sapiens,NDUFS1,1.650876179
Homo sapiens,UQCRQ,Homo sapiens,NDUFS2,1.71555212
Homo sapiens,UQCRQ,Homo sapiens,NDUFS3,1.724617294
Homo sapiens,UQCRQ,Homo sapiens,NDUFS5,1.504822672
Homo sapiens,UQCRQ,Homo sapiens,NDUFS7,1.730886737
